Station,Date,Hour,Tdry,Twet,RH,Tdew
41351,20230720,8,6.1,6,98,5.8
41351,20230720,9,11.4,11.3,99,11.3
41351,20230720,10,14.8,13.1,81,11.6
41351,20230720,11,13.7,13,92,12.4
41351,20230720,12,15,13.3,81,11.8
41351,20230720,13,14.8,13.2,82,11.8
41351,20230720,14,15,13.3,81,11.8
41351,20230720,15,14.9,13.4,84,12.2
41351,20230720,16,14.9,13.3,83,12
41351,20230720,17,14.8,13.5,86,12.5
41351,20230720,18,14.8,13,80,11.4
41351,20230720,19,15.4,13.4,79,11.8
41351,20230720,20,15.4,13.1,76,11.2
41351,20230720,21,15.2,13.2,78,11.4
41351,20230720,22,14.7,13.3,84,12
41351,20230720,23,14.5,13.2,86,12.2
41351,20230721,0,14.1,13.5,93,13
41351,20230721,1,13.9,13.3,93,12.8
41351,20230721,2,14.1,13.6,94,13.2
41351,20230721,3,14.3,13.7,93,13.2
41351,20230721,4,14.5,14,94,13.6
41351,20230721,5,14.4,14.1,96,13.8
41351,20230721,6,14.5,14.2,96,13.9
41351,20230721,7,12.6,12.3,96,12
41351,20230721,8,12.4,12.1,96,11.8
41351,20230721,9,12.8,12.5,96,12.2
41351,20230721,10,12.7,12.5,97,12.2
41351,20230721,11,13,12.6,95,12.2
41351,20230721,12,12.8,11.7,87,10.7
41351,20230721,13,13,11.3,80,9.6
41351,20230721,14,13.9,11.5,73,9.2
41351,20230721,15,13.9,11.3,71,8.7
41351,20230721,16,13,11.3,80,9.6
41351,20230721,17,13.4,11.5,78,9.7
41351,20230721,18,13.7,11,70,8.4
41351,20230721,19,13.5,10.4,65,7.1
41351,20230721,20,12.6,9.8,68,6.9
41351,20230721,21,12.1,9.3,67,6.2
41351,20230721,22,11.8,9,67,5.9
41351,20230721,23,12,9,65,5.7
41351,20230722,0,11.8,8.8,64,5.2
41351,20230722,1,11.3,8.4,65,5
41351,20230722,2,10.8,8,65,4.5
41351,20230722,3,10.1,7.4,66,4.1
41351,20230722,4,10.1,7.4,66,4.1
41351,20230722,5,9.8,7.3,68,4.2
41351,20230722,6,9.7,7.1,67,3.9
41351,20230722,7,9.4,7.1,70,4.2
41351,20230722,8,9,6.9,72,4.2
41351,20230722,9,11,8.1,64,4.5
41351,20230722,10,12.4,8.8,59,4.6
41351,20230722,11,12.8,9.1,58,4.8
41351,20230722,12,13.1,9.2,56,4.6
41351,20230722,13,13,9.4,59,5.2
41351,20230722,14,13.5,10.1,62,6.4
41351,20230722,15,12.9,10,67,6.9
41351,20230722,16,12.4,9.8,70,7.1
41351,20230722,17,11.8,9.6,74,7.3
41351,20230722,18,10.7,9.3,82,7.8
41351,20230722,19,9.3,8.6,90,7.8
41351,20230722,20,8.5,8.1,94,7.6
41351,20230722,21,9.3,8.8,93,8.2
41351,20230722,22,9,8.6,94,8.1
41351,20230722,23,8.7,8.3,94,7.8
41351,20230723,0,7.8,7.5,95,7.1
41351,20230723,1,9.8,9.4,94,8.9
41351,20230723,2,11.2,9.7,81,8.1
41351,20230723,3,11,9.3,79,7.5
41351,20230723,4,10.5,9,81,7.4
41351,20230723,5,10.1,8.6,80,6.8
41351,20230723,6,9.7,8.5,84,7.2
41351,20230723,7,9.2,7.8,81,6.1
41351,20230723,8,7.2,6.5,90,5.7
41351,20230723,9,10.8,9.1,79,7.3
41351,20230723,10,12.8,10.1,69,7.3
41351,20230723,11,14,10.6,63,7.1
41351,20230723,12,14,10.4,61,6.6
41351,20230723,13,14.1,10.1,57,5.7
41351,20230723,14,14.7,10.8,59,6.8
41351,20230723,15,14.5,10.8,60,6.8
41351,20230723,16,13.7,10.4,64,7
41351,20230723,17,12.5,10,71,7.4
41351,20230723,18,10.9,9.8,86,8.7
41351,20230723,19,9,8.5,93,7.9
41351,20230723,20,9.5,9.3,97,9.1
41351,20230723,21,8.7,8.4,96,8.1
41351,20230723,22,7.6,7.4,97,7.2
41351,20230723,23,7.6,7.5,98,7.3
41351,20230724,0,9.2,9.1,98,8.9
41351,20230724,1,10.2,9.9,96,9.6
41351,20230724,2,10.4,10.1,96,9.8
41351,20230724,3,10.3,9.9,95,9.5
41351,20230724,4,8.6,8.3,96,8
41351,20230724,5,7.9,7.7,97,7.5
41351,20230724,6,7.5,7.4,98,7.2
41351,20230724,7,6.7,6.6,98,6.4
41351,20230724,8,7.9,7.8,99,7.8
41351,20230724,9,10.2,10.1,99,10.1
41351,20230724,10,11.8,11.6,98,11.5
41351,20230724,11,13.6,12.3,85,11.1
41351,20230724,12,14.8,12.2,72,9.8
41351,20230724,13,15.4,12.7,71,10.2
41351,20230724,14,15.4,12.6,70,10
41351,20230724,15,14.8,12.8,78,11
41351,20230724,16,14.5,12.3,76,10.3
41351,20230724,17,13.8,12.4,84,11.2
41351,20230724,18,12.8,12,90,11.2
41351,20230724,19,11.6,11,93,10.5
41351,20230724,20,10.5,10.1,95,9.7
41351,20230724,21,10.8,10.5,96,10.2
41351,20230724,22,10.7,10.5,97,10.3
41351,20230724,23,8.8,8.5,96,8.2
41351,20230725,0,7.7,7.5,97,7.3
41351,20230725,1,7.3,7.2,98,7
41351,20230725,2,6.7,6.6,98,6.4
41351,20230725,3,6.5,6.4,98,6.2
41351,20230725,4,6.3,6.2,98,6
41351,20230725,5,5.7,5.6,98,5.4
41351,20230725,6,5.8,5.7,99,5.7
41351,20230725,7,5.6,5.5,99,5.5
41351,20230725,8,6.4,6.3,99,6.3
41351,20230725,9,10.8,10.7,99,10.7
41351,20230725,10,13.4,13,95,12.6
41351,20230725,11,15.2,13.5,82,12.2
41351,20230725,12,14.7,12.5,76,10.5
41351,20230725,13,14.8,12.7,77,10.8
41351,20230725,14,14.3,11.9,74,9.7
41351,20230725,15,14.4,11.2,65,7.9
41351,20230725,16,13.6,10.6,67,7.6
41351,20230725,17,12.8,9.7,65,6.4
41351,20230725,18,12.5,10.1,72,7.6
41351,20230725,19,12,10.9,87,9.9
41351,20230725,20,12.6,11.7,89,10.9
41351,20230725,21,13.3,12.1,86,11
41351,20230725,22,13.4,11.9,83,10.6
41351,20230725,23,13.4,11.9,83,10.6
41351,20230726,0,12.2,10,74,7.7
41351,20230726,1,11.5,9.2,72,6.7
41351,20230726,2,11.2,9.7,81,8.1
41351,20230726,3,10.7,9.4,83,8
41351,20230726,4,11,9.1,76,6.9
41351,20230726,5,11.4,8.9,70,6.1
41351,20230726,6,10.2,8.6,80,6.9
41351,20230726,7,9.8,8.3,80,6.5
41351,20230726,8,9,7.7,83,6.3
41351,20230726,9,10.4,7.9,68,4.8
41351,20230726,10,12.8,9.6,63,5.9
41351,20230726,11,9.4,8.4,87,7.4
41351,20230726,12,10.9,9.5,82,8
41351,20230726,13,12,9.4,69,6.5
41351,20230726,14,12,8.9,63,5.2
41351,20230726,15,12.5,9.3,63,5.7
41351,20230726,16,12.4,8.7,57,4.1
41351,20230726,17,11.1,8.6,69,5.7
41351,20230726,18,9.4,7.2,71,4.4
41351,20230726,19,8.8,7.1,77,5
41351,20230726,20,8.4,6.7,77,4.6
41351,20230726,21,6.9,6,86,4.7
41351,20230726,22,5.4,4.8,91,4.1
41351,20230726,23,4.6,4.3,95,3.9
41351,20230727,0,4.2,4,96,3.6
41351,20230727,1,3.8,3.6,97,3.4
41351,20230727,2,3.4,3.2,97,3
41351,20230727,3,3.1,3,98,2.8
41351,20230727,4,2.7,2.6,98,2.4
41351,20230727,5,3.3,3.2,98,3
41351,20230727,6,4.4,4.3,99,4.3
41351,20230727,7,5.7,5.5,96,5.1
41351,20230727,8,5.9,5.8,98,5.6
41351,20230727,9,8.3,8.2,98,8
41351,20230727,10,13.1,11.3,79,9.6
41351,20230727,11,13.1,11.8,85,10.6
41351,20230727,12,15.2,12.2,68,9.4
41351,20230727,13,12.2,11.3,89,10.5
41351,20230727,14,13.1,12.3,90,11.5
41351,20230727,15,12.7,11.8,89,10.9
41351,20230727,16,13,9.9,65,6.6
41351,20230727,17,11.7,9.5,74,7.2
41351,20230727,18,11.1,9.2,77,7.2
41351,20230727,19,10.6,9.2,82,7.7
41351,20230727,20,10.6,8.9,79,7.1
41351,20230727,21,11,9.2,78,7.3
41351,20230727,22,11,8.9,74,6.6
41351,20230727,23,10.8,9,77,6.9
41351,20230728,0,10.8,8.9,76,6.8
41351,20230728,1,10.1,9.3,90,8.6
41351,20230728,2,9.7,9.1,92,8.5
41351,20230728,3,8.9,8.5,95,8.2
41351,20230728,4,8.7,8.4,96,8.1
41351,20230728,5,8.6,8.3,96,8
41351,20230728,6,8.3,7.9,94,7.4
41351,20230728,7,6.8,6.4,94,5.9
41351,20230728,8,5.6,5.4,96,5
41351,20230728,9,8.6,8.2,94,7.7
41351,20230728,10,11,9.3,79,7.5
41351,20230728,11,11.8,9.6,73,7.1
41351,20230728,12,12.7,9.3,61,5.4
41351,20230728,13,13.2,9.7,61,5.9
41351,20230728,14,13.2,9.6,60,5.6
41351,20230728,15,13,9.5,60,5.4
41351,20230728,16,12.7,9.6,64,6.1
41351,20230728,17,11.8,9.1,68,6.1
41351,20230728,18,10.6,8.7,76,6.6
41351,20230728,19,9.5,8.3,84,6.9
41351,20230728,20,7.3,6.8,92,6.1
41351,20230728,21,6,5.6,94,5.1
41351,20230728,22,5.3,5.1,96,4.7
41351,20230728,23,4.7,4.5,97,4.3
41351,20230729,0,4.2,4.1,98,3.9
41351,20230729,1,3.8,3.7,98,3.5
41351,20230729,2,3.2,3.1,98,2.9
41351,20230729,3,2.9,2.8,98,2.6
41351,20230729,4,2.6,2.5,98,2.3
41351,20230729,5,2.3,2.3,99,2.2
41351,20230729,6,2.4,2.4,99,2.3
41351,20230729,7,2.8,2.8,99,2.7
41351,20230729,8,3.6,3.6,99,3.5
41351,20230729,9,6.9,6.8,99,6.8
41351,20230729,10,9.2,9.1,99,9.1
41351,20230729,11,13,10.7,73,8.3
41351,20230729,12,13.3,10.3,66,7.1
41351,20230729,13,13.5,9.4,55,4.7
41351,20230729,14,14.5,10.8,60,6.8
41351,20230729,15,13.4,9.4,56,4.8
41351,20230729,16,12.5,9.7,67,6.6
41351,20230729,17,12.3,9.7,69,6.8
41351,20230729,18,10.2,8.6,80,6.9
41351,20230729,19,8.6,7.9,90,7.1
41351,20230729,20,6.9,6.4,93,5.9
41351,20230729,21,6.1,5.8,96,5.5
41351,20230729,22,5.9,5.7,97,5.5
41351,20230729,23,7.3,7.1,97,6.9
41351,20230730,0,7.1,6.8,96,6.5
41351,20230730,1,7.2,7.1,98,6.9
41351,20230730,2,8.4,8.3,98,8.1
41351,20230730,3,7,6.9,98,6.7
41351,20230730,4,9.1,9,99,9
41351,20230730,5,8.5,8.4,98,8.2
41351,20230730,6,7.8,7.7,99,7.7
41351,20230730,7,7.5,7.4,99,7.4
41351,20230730,8,7.3,7.2,99,7.2
41351,20230730,9,8.6,8.5,99,8.5
41351,20230730,10,9.5,9.4,99,9.4
41351,20230730,11,10.4,10.3,99,10.3
41351,20230730,12,12.8,12.6,98,12.5
41351,20230730,13,12.3,11.6,91,10.9
41351,20230730,14,13.4,11.7,81,10.2
41351,20230730,15,14,11.7,74,9.5
41351,20230730,16,13.8,11.4,73,9.1
41351,20230730,17,13.5,10.9,71,8.4
41351,20230730,18,11.1,10.1,87,9
41351,20230730,19,9.1,8.6,93,8
41351,20230730,20,7.4,7.1,95,6.7
41351,20230730,21,6.6,6.4,97,6.2
41351,20230730,22,5.8,5.6,97,5.4
41351,20230730,23,5.6,5.5,98,5.3
41351,20230731,0,4.9,4.8,98,4.6
41351,20230731,1,4.3,4.2,98,4
41351,20230731,2,4.7,4.6,99,4.6
41351,20230731,3,4.2,4.1,98,3.9
41351,20230731,4,3.8,3.8,99,3.7
41351,20230731,5,3.8,3.8,99,3.7
41351,20230731,6,4.7,4.6,99,4.6
41351,20230731,7,5.9,5.8,99,5.8
41351,20230731,8,7.1,7.1,100,7.1
41351,20230731,9,8.5,8.5,100,8.5
41351,20230731,10,10,9.9,99,9.9
41351,20230731,11,11.7,11.1,92,10.4
41351,20230731,12,14.8,13.2,82,11.8
41351,20230731,13,15.3,12.8,73,10.5
41351,20230731,14,15.6,13,73,10.8
41351,20230731,15,15.7,12.9,71,10.5
41351,20230731,16,15.9,12.9,69,10.2
41351,20230731,17,14.7,12.3,74,10.1
41351,20230731,18,12.8,11.6,86,10.5
41351,20230731,19,10.9,10.2,91,9.5
41351,20230731,20,9.4,9,94,8.5
41351,20230731,21,8.2,7.9,96,7.6
41351,20230731,22,7.5,7.3,97,7.1
41351,20230731,23,7.3,7.2,98,7
41351,20230801,0,6.7,6.6,98,6.4
41351,20230801,1,8.8,8.7,99,8.7
41351,20230801,2,8.4,8.3,99,8.3
41351,20230801,3,8.8,8.7,99,8.7
41351,20230801,4,8.8,8.7,99,8.7
41351,20230801,5,8.5,8.4,99,8.4
41351,20230801,6,8.6,8.5,99,8.5
41351,20230801,7,8.3,8.2,99,8.2
41351,20230801,8,8.7,8.6,99,8.6
41351,20230801,9,10.9,10.9,100,10.9
41351,20230801,10,12.8,12.5,96,12.2
41351,20230801,11,15.9,13.7,77,11.9
41351,20230801,12,16.2,12.8,65,9.6
41351,20230801,13,16.9,12.8,60,9.1
41351,20230801,14,15.6,12.4,67,9.5
41351,20230801,15,15.8,13,71,10.6
41351,20230801,16,15.3,13,75,10.9
41351,20230801,17,14.9,13.1,80,11.5
41351,20230801,18,14.4,13.2,86,12.1
41351,20230801,19,14.1,13.1,89,12.3
41351,20230801,20,14.3,13.2,88,12.3
41351,20230801,21,14.3,13.3,89,12.5
41351,20230801,22,14.3,13.2,88,12.3
41351,20230801,23,14.4,13.2,87,12.3
41351,20230802,0,14.3,13.3,89,12.5
41351,20230802,1,14.4,13.5,90,12.8
41351,20230802,2,14.4,13.3,88,12.5
41351,20230802,3,14.8,13.6,87,12.7
41351,20230802,4,15.3,14,86,13
41351,20230802,5,15.4,13.9,84,12.7
41351,20230802,6,15.6,13.7,80,12.2
41351,20230802,7,11.6,10.7,89,9.9
41351,20230802,8,11.2,10.3,89,9.5
41351,20230802,9,11.1,10,86,8.9
41351,20230802,10,11.3,9.7,80,8
41351,20230802,11,11.7,9.1,69,6.2
41351,20230802,12,12.9,10.8,76,8.8
41351,20230802,13,9.8,8.2,79,6.4
41351,20230802,14,12.1,9.4,68,6.4
41351,20230802,15,12.1,8.9,62,5.1
41351,20230802,16,9.5,7.7,76,5.5
41351,20230802,17,10.7,7.3,58,2.8
41351,20230802,18,10.5,7.3,60,3.1
41351,20230802,19,9.2,7,71,4.2
41351,20230802,20,8.2,7.1,84,5.7
41351,20230802,21,7.8,6.5,81,4.8
41351,20230802,22,9,7.3,77,5.2
41351,20230802,23,7.9,6.8,85,5.5
41351,20230803,0,7.4,6.9,93,6.4
41351,20230803,1,6.4,6,94,5.5
41351,20230803,2,5.9,5.7,96,5.3
41351,20230803,3,4.2,4,97,3.8
41351,20230803,4,3.4,3.3,98,3.1
41351,20230803,5,3.3,3.3,99,3.2
41351,20230803,6,2.6,2.5,98,2.3
41351,20230803,7,2,1.9,98,1.7
41351,20230803,8,2.9,2.9,99,2.8
41351,20230803,9,6.4,6.3,99,6.3
41351,20230803,10,9.6,7.5,73,5
41351,20230803,11,11.2,8,61,4
41351,20230803,12,12,7.8,51,2.2
41351,20230803,13,12.5,7.3,42,0
41351,20230803,14,12.8,7.8,44,0.9
41351,20230803,15,12.9,8,46,1.6
41351,20230803,16,12.5,8.1,50,2.4
41351,20230803,17,11.7,7.7,53,2.5
41351,20230803,18,10.1,7.1,62,3.2
41351,20230803,19,7.7,6,76,3.8
41351,20230803,20,6.6,5.1,78,3.1
41351,20230803,21,4.6,3.9,89,3
41351,20230803,22,4,3.6,93,3
41351,20230803,23,3.8,3.5,95,3.1
41351,20230804,0,3.1,2.9,96,2.5
41351,20230804,1,2.7,2.5,96,2.1
41351,20230804,2,2.4,2.2,97,2
41351,20230804,3,2.2,2,97,1.8
41351,20230804,4,2.2,2.1,98,1.9
41351,20230804,5,2.2,2.1,98,1.9
41351,20230804,6,2.2,2.1,98,1.9
41351,20230804,7,3.2,3.1,98,2.9
41351,20230804,8,4.4,4.3,99,4.3
41351,20230804,9,10.1,10,99,10
41351,20230804,10,14.1,11.7,73,9.3
41351,20230804,11,14.9,11.5,64,8.2
41351,20230804,12,14.8,11.9,69,9.2
41351,20230804,13,15,12.3,71,9.8
41351,20230804,14,14.6,11.9,71,9.4
41351,20230804,15,14.3,11.8,73,9.5
41351,20230804,16,14.3,11.7,71,9.1
41351,20230804,17,13.7,11.8,79,10.1
41351,20230804,18,13.3,11.6,80,9.9
41351,20230804,19,13.3,11.5,79,9.8
41351,20230804,20,13.4,11.5,78,9.7
41351,20230804,21,13.4,11.6,79,9.8
41351,20230804,22,13.4,11.6,79,9.8
41351,20230804,23,12.7,11.2,82,9.7
41351,20230805,0,13,10.8,75,8.7
41351,20230805,1,12.4,10.9,82,9.4
41351,20230805,2,12.5,10.8,80,9.2
41351,20230805,3,12.6,10.9,80,9.3
41351,20230805,4,13.3,11.4,78,9.6
41351,20230805,5,13.1,11.4,80,9.7
41351,20230805,6,13,11.6,84,10.4
41351,20230805,7,12.5,11.4,87,10.4
41351,20230805,8,13.1,12.2,89,11.3
41351,20230805,9,13.7,13.1,93,12.6
41351,20230805,10,14.5,13.1,84,11.8
41351,20230805,11,15.3,13,75,10.9
41351,20230805,12,15.9,13.1,71,10.7
41351,20230805,13,16.2,13.3,70,10.7
41351,20230805,14,17.4,12.7,55,8.3
41351,20230805,15,15.7,12.9,71,10.5
41351,20230805,16,15.1,12,67,9
41351,20230805,17,14.1,11.3,69,8.5
41351,20230805,18,12.1,10.4,80,8.8
41351,20230805,19,9.9,9.1,90,8.3
41351,20230805,20,8.8,8.4,94,7.9
41351,20230805,21,8,7.7,95,7.3
41351,20230805,22,7.4,7.1,96,6.8
41351,20230805,23,7,6.8,97,6.6
41351,20230806,0,6.9,6.8,98,6.6
41351,20230806,1,6.1,6,98,5.8
41351,20230806,2,5.6,5.5,98,5.3
41351,20230806,3,5.2,5.1,98,4.9
41351,20230806,4,5,4.9,98,4.7
41351,20230806,5,5.6,5.5,98,5.3
41351,20230806,6,5.1,5,99,5
41351,20230806,7,4.1,4,98,3.8
41351,20230806,8,4.9,4.8,99,4.8
41351,20230806,9,9.4,9.3,99,9.3
41351,20230806,10,12.3,11.3,88,10.4
41351,20230806,11,14.3,12.2,77,10.3
41351,20230806,12,15.3,12.8,73,10.5
41351,20230806,13,15.9,12.5,65,9.4
41351,20230806,14,15.2,12.2,68,9.4
41351,20230806,15,15.9,12.6,66,9.6
41351,20230806,16,14.6,12,72,9.6
41351,20230806,17,14.3,11.7,71,9.1
41351,20230806,18,13,11.3,80,9.6
41351,20230806,19,12.2,11,86,9.9
41351,20230806,20,10.1,9.5,92,8.9
41351,20230806,21,9.6,9.2,95,8.8
41351,20230806,22,9.2,8.9,96,8.6
41351,20230806,23,9.2,8.9,96,8.6
41351,20230807,0,9.7,9.6,98,9.4
41351,20230807,1,10,9.9,98,9.7
41351,20230807,2,9.3,9.1,97,8.9
41351,20230807,3,8.2,8.1,98,7.9
41351,20230807,4,7.8,7.7,98,7.5
41351,20230807,5,9.7,9.6,99,9.6
41351,20230807,6,9.9,9.8,99,9.8
41351,20230807,7,9.7,9.6,99,9.6
41351,20230807,8,10.3,10.2,99,10.2
41351,20230807,9,10.8,10.7,99,10.7
41351,20230807,10,11.7,11.6,99,11.5
41351,20230807,11,12.7,12.2,94,11.8
41351,20230807,12,14.6,13.2,84,11.9
41351,20230807,13,14.3,12.5,80,10.9
41351,20230807,14,15.6,12.3,66,9.3
41351,20230807,15,15.9,12.2,62,8.6
41351,20230807,16,15.2,11.9,65,8.7
41351,20230807,17,13.8,11.3,72,8.9
41351,20230807,18,12.6,10.8,79,9.1
41351,20230807,19,10.5,9.7,89,8.8
41351,20230807,20,9,8.5,93,7.9
41351,20230807,21,9,8.7,96,8.4
41351,20230807,22,10.5,10.1,95,9.7
41351,20230807,23,10,9.6,94,9.1
41351,20230808,0,9.8,9.6,97,9.4
41351,20230808,1,9.3,9,96,8.7
41351,20230808,2,7.5,7.3,97,7.1
41351,20230808,3,7.1,7,98,6.8
41351,20230808,4,6.5,6.4,98,6.2
41351,20230808,5,6.6,6.5,98,6.3
41351,20230808,6,9.6,9.5,99,9.5
41351,20230808,7,10.2,10.1,98,9.9
41351,20230808,8,10.4,10.3,98,10.1
41351,20230808,9,11.3,11.2,98,11
41351,20230808,10,12.5,11.8,92,11.3
41351,20230808,11,13.4,11.6,79,9.8
41351,20230808,12,13.2,11.6,81,10
41351,20230808,13,12.9,10.8,76,8.8
41351,20230808,14,13.4,10.9,72,8.5
41351,20230808,15,14,10.4,61,6.6
41351,20230808,16,13,9.8,64,6.4
41351,20230808,17,12.7,9.3,61,5.4
41351,20230808,18,10.3,8.5,77,6.5
41351,20230808,19,9.3,8.1,84,6.7
41351,20230808,20,8.9,7.8,85,6.5
41351,20230808,21,9.4,8.4,87,7.4
41351,20230808,22,8.3,7.7,91,6.9
41351,20230808,23,8.6,7.9,90,7.1
41351,20230809,0,7.7,7.2,92,6.5
41351,20230809,1,6.7,6.4,95,6
41351,20230809,2,6.5,6.2,96,5.9
41351,20230809,3,6.2,5.9,96,5.6
41351,20230809,4,6.2,6.1,98,5.9
41351,20230809,5,6.1,5.9,97,5.7
41351,20230809,6,6.4,6.3,98,6.1
41351,20230809,7,6.3,6.2,98,6
41351,20230809,8,9.3,8.1,84,6.7
41351,20230809,9,11.1,9.5,80,7.8
41351,20230809,10,13.1,9.8,63,6.2
41351,20230809,11,13.6,10,60,6
41351,20230809,12,14.1,10.4,60,6.5
41351,20230809,13,13.6,10.7,68,7.8
41351,20230809,14,12.8,10.3,71,7.7
41351,20230809,15,13.8,10.6,65,7.3
41351,20230809,16,13.7,10.2,61,6.3
41351,20230809,17,10.9,9.8,86,8.7
41351,20230809,18,9.9,9,88,8
41351,20230809,19,8,7.6,94,7.1
41351,20230809,20,8.3,8.1,97,7.9
41351,20230809,21,7.3,7.1,97,6.9
41351,20230809,22,8.4,8.2,97,8
41351,20230809,23,7.1,6.9,97,6.7
41351,20230810,0,8.2,8.1,98,7.9
41351,20230810,1,6.8,6.7,98,6.5
41351,20230810,2,7.8,7.7,98,7.5
41351,20230810,3,8.3,8.1,97,7.9
41351,20230810,4,8.7,8.4,96,8.1
41351,20230810,5,8.9,8.5,95,8.2
41351,20230810,6,9.1,8.8,96,8.5
41351,20230810,7,9.2,8.8,94,8.3
41351,20230810,8,9.5,9.1,94,8.6
41351,20230810,9,10.8,10,90,9.2
41351,20230810,10,11.1,10.4,91,9.7
41351,20230810,11,12.1,11.3,90,10.5
41351,20230810,12,13.1,11.6,83,10.3
41351,20230810,13,13.3,11.3,77,9.4
41351,20230810,14,13.3,11.1,75,9
41351,20230810,15,13.6,10.2,62,6.5
41351,20230810,16,13.6,10.3,63,6.7
41351,20230810,17,12.1,9.4,68,6.4
41351,20230810,18,10.9,9,76,6.8
41351,20230810,19,9.8,9,89,8.1
41351,20230810,20,9.4,8.5,88,7.5
41351,20230810,21,9.4,8.7,90,7.9
41351,20230810,22,9.1,8.4,90,7.6
41351,20230810,23,9.1,7.9,84,6.5
41351,20230811,0,8.9,7.7,84,6.4
41351,20230811,1,8.7,7.4,82,5.8
41351,20230811,2,8.2,6.6,78,4.6
41351,20230811,3,8,6.4,77,4.2
41351,20230811,4,8.4,6.4,73,3.9
41351,20230811,5,8.4,6.5,74,4.1
41351,20230811,6,8.2,6.5,77,4.4
41351,20230811,7,8,6.4,78,4.4
41351,20230811,8,7.9,6.5,80,4.7
41351,20230811,9,10,7.7,70,4.8
41351,20230811,10,11.4,8.1,60,3.9
41351,20230811,11,12.6,9.1,60,5.1
41351,20230811,12,12.8,9.2,59,5
41351,20230811,13,13,9.2,57,4.7
41351,20230811,14,13.4,9.3,55,4.6
41351,20230811,15,12.8,8.7,54,3.7
41351,20230811,16,12.1,8.6,59,4.3
41351,20230811,17,11.6,8.3,61,4.4
41351,20230811,18,10.8,8.3,69,5.4
41351,20230811,19,8.9,7.4,80,5.7
41351,20230811,20,9.6,7.4,71,4.6
41351,20230811,21,7.6,6.3,81,4.6
41351,20230811,22,6.9,5.8,83,4.2
41351,20230811,23,5,4.4,91,3.7
41351,20230812,0,6.5,5.6,87,4.5
41351,20230812,1,5.8,5.2,90,4.3
41351,20230812,2,5.1,4.7,94,4.2
41351,20230812,3,4.3,4.1,96,3.7
41351,20230812,4,5.2,5.1,98,4.9
41351,20230812,5,6.4,6.2,97,6
41351,20230812,6,6.9,6.7,97,6.5
41351,20230812,7,7.5,7.3,97,7.1
41351,20230812,8,7.8,7.5,96,7.2
41351,20230812,9,10.2,8.9,83,7.5
41351,20230812,10,11.4,9.4,75,7.1
41351,20230812,11,13,10.2,68,7.2
41351,20230812,12,12,10.5,82,9
41351,20230812,13,14,11.5,72,9.1
41351,20230812,14,15.2,11.6,62,8
41351,20230812,15,15,11.2,60,7.3
41351,20230812,16,14.1,10.9,65,7.6
41351,20230812,17,12.5,11.1,83,9.7
41351,20230812,18,11,10.1,89,9.3
41351,20230812,19,9.2,8.8,94,8.3
41351,20230812,20,8.2,7.9,96,7.6
41351,20230812,21,7.4,7.1,96,6.8
41351,20230812,22,6.8,6.6,97,6.4
41351,20230812,23,6.3,6.1,97,5.9
41351,20230813,0,5.7,5.6,98,5.4
41351,20230813,1,5.4,5.3,98,5.1
41351,20230813,2,4.9,4.8,98,4.6
41351,20230813,3,4.5,4.4,98,4.2
41351,20230813,4,4.6,4.5,99,4.5
41351,20230813,5,5.7,5.6,99,5.6
41351,20230813,6,6.4,6.3,99,6.3
41351,20230813,7,7.1,7,99,7
41351,20230813,8,8.4,8.3,99,8.3
41351,20230813,9,10.4,10.3,99,10.3
41351,20230813,10,12.3,12.1,98,12
41351,20230813,11,13.3,12.7,93,12.2
41351,20230813,12,13.8,13,91,12.4
41351,20230813,13,14.4,13.3,88,12.5
41351,20230813,14,14.1,13.5,93,13
41351,20230813,15,14.6,13.5,88,12.6
41351,20230813,16,14.9,12.8,77,10.9
41351,20230813,17,14.3,12.4,79,10.7
41351,20230813,18,13.2,12,86,10.9
41351,20230813,19,12.2,11.6,93,11.1
41351,20230813,20,11.4,11,95,10.6
41351,20230813,21,12.2,12,97,11.8
41351,20230813,22,12.7,12.2,94,11.8
41351,20230813,23,11.7,11.4,96,11.1
41351,20230814,0,11.1,10.9,97,10.7
41351,20230814,1,11.2,11.1,98,10.9
41351,20230814,2,11.5,11.3,98,11.2
41351,20230814,3,11.1,11,98,10.8
41351,20230814,4,11.6,11.4,98,11.3
41351,20230814,5,11.2,11.1,98,10.9
41351,20230814,6,9.3,9.2,98,9
41351,20230814,7,8.6,8.5,98,8.3
41351,20230814,8,9.4,9.3,99,9.3
41351,20230814,9,13.1,12.9,98,12.8
41351,20230814,10,14.3,12.9,84,11.7
41351,20230814,11,15,13.1,79,11.4
41351,20230814,12,15.3,13.1,76,11.1
41351,20230814,13,15.6,12.9,72,10.6
41351,20230814,14,15.3,13,75,10.9
41351,20230814,15,12,11.3,91,10.6
41351,20230814,16,12.4,11.8,93,11.3
41351,20230814,17,12.3,11.9,95,11.5
41351,20230814,18,12.4,11.8,93,11.3
41351,20230814,19,12,11.6,95,11.2
41351,20230814,20,11.6,11.3,96,11
41351,20230814,21,11,10.7,96,10.4
41351,20230814,22,10.5,10,93,9.4
41351,20230814,23,8.5,8.2,95,7.8
41351,20230815,0,8.6,8.5,98,8.3
41351,20230815,1,7,6.9,98,6.7
41351,20230815,2,5.6,5.4,97,5.2
41351,20230815,3,6.5,6.4,98,6.2
41351,20230815,4,7.2,7.1,99,7.1
41351,20230815,5,7.2,7.1,98,6.9
